entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
1.463,0.2778,0.05411,0.01193,0.008016,0.04717,0.02351,0.01285,0.01673,0.01456,0.01487,0.3948,0.4014,
1.477,0.2526,0.06075,0.01192,0.008011,0.04711,0.02355,0.0127,0.01672,0.01455,0.01543,0.3948,0.3945,
1.478,0.2581,0.06066,0.01191,0.008007,0.04701,0.02354,0.0126,0.0167,0.01454,0.016,0.3946,0.3944,
1.478,0.2511,0.06055,0.01191,0.008003,0.04693,0.0236,0.0125,0.0167,0.01454,0.016,0.3947,0.3945,
1.478,0.242,0.06054,0.0119,0.008003,0.04681,0.02367,0.01243,0.0167,0.01455,0.016,0.3948,0.3946,
1.477,0.2689,0.06052,0.0119,0.008004,0.04665,0.02381,0.01228,0.01671,0.01455,0.01601,0.3949,0.3947,
1.478,0.2446,0.06072,0.01187,0.008003,0.04655,0.02384,0.01219,0.01671,0.01455,0.01632,0.3949,0.3944,
1.479,0.2551,0.06064,0.01187,0.008,0.04647,0.02576,0.01013,0.0167,0.01454,0.01739,0.3941,0.3944,
1.478,0.2527,0.06054,0.01186,0.00799,0.04642,0.02586,0.009932,0.01667,0.01453,0.01738,0.3945,0.3943,
1.478,0.2554,0.06048,0.01182,0.007985,0.04632,0.02568,0.009898,0.01667,0.01453,0.0177,0.3945,0.3945,
1.48,0.2461,0.06073,0.0118,0.007984,0.04626,0.02579,0.00973,0.01666,0.01453,0.01857,0.3939,0.3941,
1.482,0.243,0.06036,0.01174,0.007965,0.04612,0.02579,0.009684,0.01664,0.01451,0.01961,0.3938,0.3937,
1.479,0.2438,0.0593,0.0117,0.00796,0.04604,0.02569,0.009614,0.01664,0.01451,0.01961,0.3939,0.395,
1.481,0.2376,0.05993,0.01143,0.007885,0.0459,0.02578,0.009536,0.01664,0.01451,0.02026,0.3934,0.3948,
1.477,0.2389,0.05859,0.01142,0.00788,0.04585,0.02569,0.009407,0.01661,0.0145,0.02025,0.3938,0.396,
1.474,0.2383,0.05744,0.01141,0.007881,0.04579,0.02568,0.009358,0.01661,0.0145,0.02025,0.3939,0.3972,
1.469,0.2489,0.05494,0.01139,0.007878,0.04561,0.02568,0.009229,0.01661,0.01451,0.02026,0.394,0.3999,
1.48,0.2359,0.06062,0.01137,0.007878,0.04557,0.02567,0.009152,0.0166,0.0145,0.02051,0.3939,0.3942,
1.478,0.2375,0.06011,0.01135,0.007878,0.04549,0.02563,0.009104,0.01659,0.01451,0.02051,0.394,0.3948,
1.481,0.2457,0.06108,0.01134,0.007879,0.0455,0.0256,0.009095,0.01659,0.01451,0.02081,0.3937,0.3939,
