FeEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
3.50474E-6,3.69213,7.94516E-6,0.378582,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,8.1033E-7,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,7.26547,0.0,0.0,8.74997,0.0,701.0,179668.0,
2.20422E-5,3.69211,2.52829E-5,0.378584,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,2.01093E-6,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,7.19678,0.0,0.0,10.4207,0.0,801.0,179668.0,
9.69132E-5,3.69203,9.80359E-5,0.378586,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,4.14567E-6,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,7.1395,0.0,0.0,12.0308,0.0,901.0,179668.0,
2.83368E-4,3.69185,2.81553E-4,0.378589,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,7.21464E-6,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,7.09921,0.0,0.0,13.2974,0.0,1001.0,179668.0,
5.67667E-4,3.69157,5.62949E-4,0.378592,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,1.05681E-5,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,7.07423,0.0,0.0,14.1438,0.0,1101.0,179668.0,
0.00110647,3.69103,0.00109835,0.378599,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,1.56548E-5,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,7.05145,0.0,0.0,14.9595,0.0,1201.0,179668.0,
0.0018894,3.69025,0.00187929,0.378604,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,2.2031E-5,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,7.03433,0.0,0.0,15.6012,0.0,1301.0,179668.0,
0.0029259,3.68919,0.00291735,0.378612,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,2.98439E-5,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,7.02132,0.0,0.0,16.1059,0.0,1401.0,179668.0,
0.00397746,3.68813,0.00397487,0.37862,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,3.75617E-5,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,7.01284,0.0,0.0,16.4432,0.0,1501.0,179668.0,
0.00544686,3.68662,0.00545968,0.378631,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,4.8405E-5,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,7.00482,0.0,0.0,16.7683,0.0,1601.0,179668.0,
0.00711645,3.68492,0.00715659,0.378643,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,6.11182E-5,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.99862,0.0,0.0,17.024,0.0,1701.0,179668.0,
0.0089556,3.68303,0.00903781,0.378657,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,7.58512E-5,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.9938,0.0,0.0,17.2252,0.0,1801.0,179668.0,
0.0109338,3.68097,0.0110753,0.378675,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,9.27475E-5,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.99004,0.0,0.0,17.3834,0.0,1901.0,179668.0,
0.0126681,3.67916,0.0128737,0.378692,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,1.08579E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.98755,0.0,0.0,17.4891,0.0,2001.0,179668.0,
0.01483,3.67687,0.0151314,0.378713,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,1.29789E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.98517,0.0,0.0,17.5911,0.0,2101.0,179668.0,
0.0170594,3.67451,0.0174784,0.378736,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,1.53524E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.9833,0.0,0.0,17.6712,0.0,2201.0,179668.0,
0.0193378,3.67206,0.0198968,0.378764,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,1.79894E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.98183,0.0,0.0,17.7343,0.0,2301.0,179668.0,
0.0216496,3.66956,0.0223715,0.378791,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,2.08997E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.98068,0.0,0.0,17.7839,0.0,2401.0,179668.0,
0.0239826,3.66701,0.0248906,0.378824,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,2.40918E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.97978,0.0,0.0,17.8229,0.0,2501.0,179668.0,
0.0263267,3.66441,0.0274437,0.378858,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,2.75738E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.97908,0.0,0.0,17.8536,0.0,2601.0,179668.0,
0.0286741,3.6618,0.0300233,0.378896,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,3.13522E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.97852,0.0,0.0,17.8778,0.0,2701.0,179668.0,
0.0310182,3.65916,0.0326222,0.378937,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,3.54331E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.97808,0.0,0.0,17.8967,0.0,2801.0,179668.0,
0.0333544,3.6565,0.0352357,0.378981,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,3.98212E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.97774,0.0,0.0,17.9117,0.0,2901.0,179668.0,
0.0356788,3.65383,0.0378595,0.379028,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,4.45209E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.97747,0.0,0.0,17.9234,0.0,3001.0,179668.0,
0.0379884,3.65114,0.0404904,0.379079,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,4.95358E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.97726,0.0,0.0,17.9327,0.0,3101.0,179668.0,
0.0402811,3.64846,0.0431256,0.379131,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,5.48687E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.97709,0.0,0.0,17.94,0.0,3201.0,179668.0,
0.042555,3.64577,0.0457633,0.379188,16329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.776260000000001E-24,6.05221E-4,16329.3,0.0,0.0,0.0,1.0,8.02432E-22,0.0,0.0,6.97696,0.0,0.0,17.9457,0.0,3301.0,179668.0,
