entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
1.463,0.2778,0.05411,0.01193,0.008016,0.04717,0.02351,0.01285,0.01673,0.01456,0.01487,0.3948,0.4014,
1.463,0.2611,0.05407,0.01193,0.008015,0.04712,0.02352,0.01277,0.01672,0.01456,0.01487,0.395,0.4014,
1.462,0.2702,0.05399,0.01189,0.008013,0.04708,0.02333,0.01273,0.01673,0.01456,0.01487,0.3951,0.4017,
1.461,0.2652,0.05396,0.01189,0.008014,0.04699,0.02314,0.01267,0.01673,0.01456,0.01488,0.3951,0.402,
1.461,0.2666,0.05394,0.01189,0.008014,0.04695,0.02328,0.01254,0.01673,0.01456,0.01488,0.3952,0.4021,
1.46,0.2608,0.05384,0.01188,0.008015,0.04692,0.02323,0.01246,0.01673,0.01456,0.01488,0.3952,0.4023,
1.459,0.2668,0.05378,0.01186,0.008014,0.04689,0.02323,0.01229,0.01673,0.01456,0.01488,0.3953,0.4025,
1.475,0.2525,0.0614,0.01185,0.008011,0.04678,0.02321,0.01217,0.01673,0.01456,0.01532,0.3952,0.3948,
1.474,0.2502,0.06129,0.01185,0.008013,0.04673,0.02316,0.01214,0.01673,0.01456,0.01532,0.3953,0.3949,
1.473,0.2442,0.06115,0.01184,0.008011,0.0467,0.02274,0.01214,0.01673,0.01457,0.01533,0.3953,0.3955,
1.47,0.2402,0.06076,0.01182,0.00801,0.04662,0.02245,0.01203,0.01672,0.01457,0.01533,0.3954,0.3963,
1.474,0.2412,0.06157,0.01178,0.008001,0.04647,0.02258,0.01187,0.0167,0.01456,0.01632,0.3951,0.395,
1.472,0.2317,0.06063,0.01176,0.008003,0.04627,0.02255,0.01177,0.0167,0.01456,0.01632,0.3953,0.3961,
1.469,0.2284,0.05971,0.01174,0.008003,0.04616,0.02246,0.01174,0.0167,0.01456,0.01632,0.3954,0.3972,
1.471,0.2263,0.0601,0.01173,0.007999,0.04611,0.02245,0.01173,0.01669,0.01456,0.01682,0.3952,0.3966,
1.473,0.2256,0.06113,0.01167,0.007997,0.04593,0.02255,0.01154,0.01667,0.01456,0.01718,0.3952,0.3956,
1.473,0.231,0.06105,0.01158,0.007988,0.0459,0.0228,0.01129,0.01667,0.01456,0.01739,0.3952,0.3955,
1.469,0.2211,0.05969,0.01153,0.007989,0.04587,0.02274,0.01108,0.01665,0.01456,0.0174,0.3953,0.3972,
1.467,0.2224,0.05871,0.01146,0.007989,0.04582,0.02274,0.01101,0.01664,0.01456,0.0174,0.3954,0.3983,
1.466,0.2287,0.05842,0.01144,0.007989,0.04576,0.02272,0.01093,0.01664,0.01456,0.0174,0.3954,0.3987,
1.473,0.2232,0.06209,0.01137,0.007982,0.04569,0.02253,0.01084,0.0166,0.01456,0.01782,0.3953,0.3952,
1.474,0.2246,0.06207,0.01131,0.007981,0.04564,0.02235,0.01084,0.01661,0.01456,0.01837,0.3948,0.3955,
1.47,0.2201,0.06104,0.01127,0.007966,0.0455,0.02217,0.01082,0.0166,0.01455,0.01836,0.3952,0.3965,
1.469,0.2157,0.06047,0.01126,0.007964,0.04539,0.02221,0.01074,0.01659,0.01454,0.01835,0.3953,0.3972,
1.464,0.219,0.05872,0.01123,0.007963,0.04528,0.02206,0.01067,0.01659,0.01454,0.01835,0.3953,0.3992,
1.46,0.2162,0.05699,0.01115,0.007944,0.04515,0.02203,0.01056,0.01659,0.01455,0.01836,0.3954,0.4013,
1.472,0.2083,0.06261,0.01114,0.007867,0.04509,0.0221,0.01047,0.01658,0.01454,0.01903,0.3952,0.3954,
1.472,0.2082,0.0622,0.01113,0.007862,0.04508,0.02199,0.01046,0.01657,0.01453,0.01942,0.3951,0.3957,
1.468,0.2084,0.06072,0.01108,0.007844,0.04502,0.02182,0.01035,0.01656,0.01454,0.01942,0.3951,0.3975,
1.465,0.2111,0.0597,0.01096,0.007843,0.04491,0.02177,0.01026,0.01654,0.01454,0.01942,0.3952,0.3989,
1.462,0.2102,0.05856,0.01089,0.007809,0.04485,0.02182,0.01018,0.01653,0.01454,0.01942,0.3953,0.4002,
1.458,0.2127,0.05728,0.0109,0.007815,0.04487,0.02268,0.009479,0.01636,0.01461,0.01906,0.3954,0.4016,
1.457,0.2138,0.05686,0.01089,0.007827,0.0449,0.02271,0.009609,0.01629,0.01498,0.0185,0.3955,0.4019,
1.455,0.2152,0.05622,0.01094,0.007838,0.04473,0.02276,0.009512,0.01621,0.0154,0.01802,0.3956,0.4028,
1.47,0.2076,0.06367,0.01093,0.007843,0.04469,0.02275,0.00951,0.01625,0.01551,0.01819,0.3955,0.3951,
1.471,0.2113,0.0633,0.01097,0.007843,0.04457,0.02274,0.009607,0.01619,0.0154,0.01887,0.3953,0.3952,
1.468,0.2117,0.06226,0.01092,0.00789,0.04463,0.02254,0.009663,0.01606,0.01551,0.01857,0.3955,0.3965,
1.471,0.2089,0.06275,0.01088,0.007852,0.04456,0.02255,0.009672,0.01604,0.01592,0.01888,0.3952,0.3957,
1.467,0.2161,0.06154,0.01099,0.007863,0.04462,0.02239,0.009738,0.01603,0.01582,0.01844,0.3956,0.397,
1.464,0.2142,0.05967,0.01096,0.007861,0.04486,0.02233,0.009734,0.01603,0.01601,0.01818,0.3956,0.3988,
1.461,0.2232,0.0578,0.01096,0.00785,0.04554,0.02229,0.009814,0.01593,0.01621,0.01789,0.3956,0.4001,
1.46,0.2236,0.057,0.01102,0.007852,0.04555,0.02232,0.009865,0.01585,0.01658,0.01743,0.3957,0.4008,
1.47,0.2314,0.06195,0.01095,0.007804,0.04555,0.02231,0.01001,0.01569,0.0169,0.01768,0.3955,0.3956,
1.469,0.2255,0.06177,0.01093,0.007824,0.04551,0.02231,0.01005,0.01557,0.0169,0.01757,0.3957,0.3959,
1.468,0.215,0.06109,0.01091,0.007802,0.04524,0.02236,0.01005,0.01545,0.01694,0.01794,0.3957,0.3965,
1.472,0.2139,0.06155,0.01092,0.007799,0.04511,0.02231,0.009995,0.01535,0.01692,0.01905,0.3953,0.3957,
1.47,0.2194,0.06097,0.01089,0.007808,0.04504,0.02227,0.009986,0.01535,0.01736,0.01859,0.3954,0.3964,
1.468,0.2218,0.06045,0.01098,0.007823,0.04502,0.02223,0.01002,0.01531,0.0174,0.01817,0.3957,0.3969,
1.466,0.2335,0.05968,0.01098,0.007829,0.04507,0.02216,0.0101,0.01716,0.01545,0.01806,0.3957,0.3979,
1.464,0.2371,0.05878,0.01102,0.007835,0.04502,0.02211,0.0101,0.01711,0.01582,0.01762,0.3957,0.3989,
1.462,0.2625,0.05747,0.01106,0.00784,0.04497,0.02208,0.01017,0.01706,0.0161,0.01731,0.3958,0.4002,
1.457,0.2279,0.05562,0.01099,0.007842,0.04486,0.02224,0.009923,0.01707,0.01615,0.01712,0.3959,0.4023,
1.455,0.2329,0.05453,0.01095,0.007865,0.04515,0.02228,0.00989,0.01702,0.0163,0.01697,0.396,0.4031,
1.452,0.2272,0.05329,0.0109,0.007856,0.04507,0.02228,0.009935,0.01689,0.01638,0.01689,0.3961,0.4044,
1.45,0.2353,0.0523,0.01092,0.007867,0.04536,0.02215,0.009919,0.01684,0.01639,0.0169,0.3962,0.4052,
1.468,0.2247,0.06096,0.01095,0.007869,0.04525,0.02214,0.009877,0.01684,0.01652,0.01712,0.3961,0.3963,
1.466,0.2284,0.05867,0.01096,0.00788,0.04617,0.0221,0.009847,0.0169,0.0166,0.01699,0.3962,0.3976,
1.464,0.2271,0.05807,0.01094,0.007884,0.0462,0.02218,0.00982,0.01686,0.01664,0.01682,0.3963,0.3982,
1.468,0.2194,0.0598,0.01096,0.007843,0.04613,0.02221,0.009817,0.01677,0.01673,0.01721,0.3962,0.3963,
1.467,0.219,0.05921,0.0109,0.007839,0.04629,0.02225,0.009817,0.01681,0.01672,0.01714,0.3962,0.3968,
1.47,0.2289,0.05992,0.01094,0.007856,0.04615,0.02227,0.009912,0.01669,0.01679,0.01741,0.396,0.3961,
1.468,0.2327,0.0591,0.01086,0.00778,0.04608,0.02232,0.009933,0.01654,0.01715,0.01733,0.3962,0.3967,
1.474,0.222,0.05974,0.01082,0.007793,0.04614,0.02241,0.009922,0.01647,0.01712,0.01896,0.3949,0.3958,
1.47,0.2231,0.05852,0.01065,0.007778,0.04595,0.0223,0.009912,0.0164,0.01726,0.01867,0.3958,0.3967,
1.472,0.2233,0.05877,0.01074,0.007778,0.04602,0.02236,0.009916,0.01631,0.01733,0.01916,0.3956,0.396,
1.47,0.2244,0.05772,0.0107,0.0078,0.04601,0.02243,0.009804,0.01627,0.01751,0.01899,0.3957,0.3971,
1.467,0.229,0.05603,0.01072,0.007804,0.04608,0.02239,0.009806,0.01627,0.01765,0.01886,0.3958,0.3986,
1.462,0.2256,0.0541,0.01066,0.00779,0.04619,0.02222,0.009776,0.01634,0.01759,0.01886,0.3958,0.4006,
1.461,0.2327,0.05332,0.01068,0.007802,0.04621,0.02228,0.009801,0.01629,0.01766,0.01866,0.3959,0.4014,
1.456,0.2184,0.05212,0.01054,0.00781,0.04619,0.02185,0.009807,0.01623,0.01766,0.0185,0.396,0.4033,
1.469,0.2063,0.05808,0.01034,0.007798,0.04604,0.02184,0.00988,0.01615,0.01765,0.01926,0.3958,0.3972,
1.474,0.2059,0.05949,0.01029,0.007791,0.04593,0.02188,0.009886,0.01605,0.01784,0.02018,0.3955,0.3952,
1.471,0.1989,0.05856,0.01028,0.007792,0.04586,0.02154,0.009928,0.01587,0.0178,0.02019,0.3956,0.3966,
1.473,0.1964,0.05898,0.0104,0.0078,0.04577,0.0215,0.009931,0.01581,0.01778,0.02058,0.3955,0.396,
1.47,0.1953,0.05788,0.01032,0.007815,0.04577,0.0215,0.009963,0.01578,0.01804,0.02023,0.3956,0.3971,
1.468,0.1978,0.05724,0.01034,0.007823,0.0457,0.02146,0.00984,0.01573,0.01842,0.01969,0.3958,0.398,
1.465,0.2038,0.05599,0.01036,0.007831,0.04575,0.02155,0.009982,0.01552,0.01866,0.01937,0.3958,0.3992,
1.463,0.2061,0.05476,0.01039,0.007849,0.04592,0.02155,0.009955,0.01549,0.01889,0.01902,0.3959,0.4002,
1.469,0.2007,0.05762,0.01045,0.007853,0.04584,0.02166,0.009923,0.01533,0.01896,0.01906,0.3959,0.3974,
1.474,0.2111,0.05907,0.01036,0.007866,0.04591,0.02167,0.009854,0.01533,0.01925,0.01972,0.395,0.3959,
1.47,0.2156,0.05774,0.01031,0.007859,0.04587,0.02175,0.009744,0.01542,0.01921,0.01951,0.3958,0.3968,
1.474,0.2157,0.0581,0.01028,0.007876,0.04584,0.02171,0.00984,0.01522,0.01963,0.02015,0.3947,0.3966,
1.474,0.215,0.05843,0.01027,0.007867,0.04584,0.02164,0.009799,0.01525,0.01957,0.02015,0.3954,0.3958,
1.474,0.2004,0.05869,0.01027,0.007858,0.04584,0.02176,0.009765,0.0152,0.01973,0.01998,0.3955,0.3954,
1.474,0.2004,0.05838,0.01026,0.007871,0.04581,0.0218,0.009767,0.0152,0.01973,0.02003,0.3955,0.3956,
1.472,0.1994,0.05808,0.01021,0.007762,0.04579,0.02158,0.00977,0.01512,0.01978,0.01996,0.3956,0.3963,
1.467,0.2027,0.05641,0.01016,0.00769,0.04575,0.02133,0.009743,0.01509,0.0199,0.0198,0.3957,0.3984,
1.463,0.204,0.05488,0.01016,0.00766,0.04579,0.02121,0.009622,0.01514,0.01984,0.0198,0.3957,0.4002,
1.471,0.1961,0.05887,0.01014,0.007692,0.04581,0.02112,0.009659,0.0151,0.01987,0.02004,0.3957,0.396,
1.473,0.1942,0.05943,0.01021,0.007692,0.04562,0.02097,0.009824,0.0149,0.02018,0.01996,0.3957,0.3955,
1.47,0.2105,0.05763,0.01024,0.007685,0.0457,0.02106,0.01379,0.01107,0.02032,0.0195,0.3958,0.3972,
1.466,0.2148,0.05654,0.01018,0.007676,0.04563,0.02098,0.01376,0.01115,0.02028,0.01925,0.396,0.3986,
1.471,0.2187,0.05889,0.01013,0.007678,0.04551,0.0211,0.01369,0.01115,0.0203,0.01939,0.396,0.3962,
1.467,0.2113,0.05756,0.0101,0.007696,0.04539,0.02118,0.01366,0.01119,0.02024,0.01911,0.3962,0.3977,
1.466,0.2144,0.05701,0.01009,0.007716,0.04533,0.02115,0.01362,0.01221,0.01984,0.01832,0.3963,0.3984,
1.462,0.216,0.05543,0.01006,0.007716,0.04522,0.02118,0.01357,0.01226,0.02013,0.01781,0.3965,0.4001,
1.459,0.2077,0.05403,0.01009,0.007721,0.04514,0.02117,0.01353,0.01241,0.02016,0.01765,0.3965,0.4016,
1.469,0.2027,0.05867,0.01007,0.007699,0.04515,0.02102,0.01357,0.01228,0.02047,0.01813,0.3962,0.3968,
1.472,0.2017,0.05881,0.009894,0.007691,0.04531,0.02118,0.01592,0.009738,0.02041,0.0193,0.3958,0.396,
1.47,0.1949,0.05809,0.009891,0.007687,0.04516,0.02117,0.01588,0.009689,0.02051,0.01917,0.3958,0.3969,
1.467,0.1974,0.05732,0.009902,0.007692,0.04504,0.02111,0.01578,0.009652,0.02059,0.01909,0.3959,0.3979,
1.473,0.1926,0.05957,0.009934,0.007694,0.04503,0.0211,0.01579,0.009638,0.02059,0.01937,0.3958,0.3955,
1.472,0.2012,0.05922,0.009904,0.007693,0.04499,0.02106,0.01586,0.009688,0.0206,0.01944,0.3958,0.3958,
1.47,0.2022,0.05835,0.009904,0.007701,0.04514,0.02095,0.01594,0.009514,0.02098,0.01884,0.396,0.3967,
1.464,0.206,0.05583,0.00989,0.007692,0.04504,0.02104,0.01586,0.009459,0.02117,0.01855,0.3961,0.3994,
1.473,0.2018,0.05942,0.009913,0.007688,0.04509,0.0209,0.01579,0.009534,0.02108,0.01936,0.3956,0.3956,
1.471,0.2012,0.05832,0.009966,0.00769,0.04505,0.02094,0.01575,0.009672,0.02137,0.01887,0.3958,0.3965,
1.468,0.2037,0.05733,0.009986,0.007719,0.045,0.0208,0.01572,0.009713,0.02151,0.01865,0.3959,0.3976,
1.474,0.2004,0.05904,0.01007,0.007722,0.04501,0.02088,0.01573,0.009611,0.02155,0.01926,0.3957,0.3954,
1.469,0.2049,0.05679,0.009968,0.007701,0.04524,0.02093,0.01558,0.009643,0.02156,0.01907,0.3958,0.3978,
1.474,0.2071,0.05878,0.01007,0.007703,0.0452,0.02111,0.01553,0.009525,0.02164,0.01928,0.3955,0.3957,
1.472,0.215,0.05785,0.01011,0.007715,0.04517,0.02144,0.01536,0.009365,0.02164,0.01927,0.3958,0.3962,
1.47,0.207,0.05721,0.01015,0.007721,0.04513,0.0215,0.01533,0.009285,0.02167,0.01921,0.3959,0.3969,
1.471,0.2073,0.05758,0.01019,0.007733,0.04502,0.0215,0.0154,0.009265,0.02168,0.01928,0.3959,0.3964,
1.474,0.2044,0.05808,0.01021,0.007741,0.04503,0.02164,0.01525,0.009227,0.02169,0.01989,0.3954,0.3958,
1.475,0.2069,0.05753,0.01025,0.007738,0.04528,0.02165,0.01524,0.00906,0.02172,0.02065,0.3955,0.3954,
1.473,0.209,0.05618,0.01021,0.00775,0.04543,0.02164,0.01515,0.009104,0.0219,0.02044,0.3956,0.3967,
1.471,0.2124,0.05558,0.01024,0.00775,0.04538,0.0217,0.01501,0.009116,0.022,0.02022,0.3956,0.3974,
1.468,0.2146,0.05419,0.01019,0.00775,0.04555,0.02169,0.01524,0.008894,0.022,0.02022,0.3957,0.3986,
1.466,0.2172,0.05333,0.01018,0.007768,0.04547,0.02192,0.01504,0.008923,0.02217,0.02,0.3958,0.3994,
1.474,0.2154,0.05685,0.01022,0.007787,0.0456,0.02383,0.0131,0.008944,0.02221,0.02018,0.3956,0.3957,
1.472,0.2146,0.05647,0.01022,0.007809,0.04539,0.02389,0.01298,0.008958,0.02214,0.02017,0.3958,0.3962,
1.47,0.22,0.05569,0.01022,0.007815,0.04542,0.0239,0.01292,0.009033,0.02272,0.01948,0.3959,0.3969,
1.468,0.2199,0.05468,0.0103,0.007819,0.04537,0.02401,0.01277,0.009023,0.02291,0.0193,0.3959,0.3979,
1.474,0.2176,0.05689,0.01037,0.007835,0.04529,0.024,0.01268,0.008979,0.02295,0.0198,0.3954,0.3958,
1.472,0.2211,0.05643,0.0104,0.007839,0.04534,0.02382,0.01422,0.007464,0.02302,0.01962,0.3958,0.3961,
1.467,0.223,0.05559,0.01037,0.007862,0.04538,0.02287,0.01424,0.007441,0.02298,0.01959,0.3958,0.3978,
1.473,0.2224,0.05756,0.01045,0.007851,0.0455,0.02276,0.01415,0.007499,0.02295,0.02014,0.3956,0.3955,
1.469,0.2255,0.05578,0.01046,0.00786,0.04552,0.02281,0.01409,0.007501,0.02292,0.01999,0.3958,0.3972,
1.47,0.2248,0.0559,0.01045,0.007811,0.04551,0.02283,0.01404,0.007536,0.02301,0.02044,0.3956,0.3968,
1.474,0.2216,0.05737,0.01045,0.007818,0.04544,0.02286,0.01408,0.007586,0.02283,0.02067,0.3956,0.3953,
1.473,0.2236,0.05684,0.01045,0.007836,0.04531,0.02279,0.01407,0.007623,0.02271,0.02112,0.3955,0.3958,
1.473,0.2253,0.05609,0.01049,0.007845,0.04524,0.02282,0.01401,0.007635,0.02266,0.0215,0.3954,0.3963,
1.471,0.2359,0.05521,0.01055,0.007851,0.04522,0.02286,0.01407,0.007653,0.02278,0.02122,0.3955,0.3971,
1.475,0.2214,0.05635,0.01036,0.007839,0.04511,0.02278,0.01406,0.00771,0.02284,0.02215,0.3951,0.3957,
1.478,0.2196,0.05741,0.01037,0.007847,0.0451,0.02272,0.01416,0.007489,0.02284,0.02261,0.395,0.3945,
1.476,0.2162,0.05633,0.01044,0.007858,0.04509,0.02277,0.01402,0.00753,0.02299,0.02235,0.3951,0.3956,
1.475,0.2171,0.05668,0.01039,0.00787,0.04497,0.02263,0.01398,0.007488,0.02326,0.02215,0.3951,0.3955,
1.474,0.2191,0.05587,0.01044,0.007886,0.0452,0.02242,0.01397,0.007389,0.02333,0.02208,0.3951,0.3963,
1.47,0.219,0.05435,0.01043,0.007897,0.04521,0.02241,0.01399,0.007404,0.02338,0.02176,0.3952,0.398,
1.477,0.2132,0.05677,0.01041,0.00789,0.04522,0.02226,0.014,0.007535,0.0235,0.02229,0.3949,0.3953,
1.473,0.2153,0.05534,0.01039,0.0079,0.04522,0.02225,0.01394,0.007542,0.02349,0.02223,0.3949,0.3968,
1.469,0.2185,0.05337,0.01039,0.007906,0.04536,0.02237,0.01374,0.007523,0.02355,0.02214,0.395,0.3987,
1.467,0.2216,0.05275,0.01044,0.007924,0.04533,0.02226,0.01375,0.007628,0.02366,0.02173,0.395,0.3995,
1.465,0.2252,0.0518,0.01039,0.00794,0.04525,0.02226,0.01366,0.007691,0.02387,0.02144,0.3951,0.4006,
1.477,0.2216,0.05721,0.0104,0.007942,0.04529,0.02244,0.01343,0.007847,0.02383,0.02175,0.395,0.3949,
1.474,0.227,0.05592,0.01039,0.007929,0.04526,0.02239,0.01343,0.007881,0.02391,0.02145,0.3951,0.3964,
1.47,0.2256,0.05458,0.01041,0.007937,0.04531,0.02267,0.01326,0.007772,0.02395,0.02121,0.3952,0.3977,
1.479,0.2229,0.05699,0.01042,0.007931,0.04539,0.02277,0.01311,0.007762,0.02428,0.02234,0.3946,0.3944,
1.48,0.2267,0.05617,0.01044,0.00794,0.04535,0.02287,0.01304,0.007705,0.02433,0.02304,0.3944,0.3947,
1.482,0.2277,0.05683,0.01046,0.007936,0.04543,0.02292,0.01285,0.007746,0.02479,0.023,0.3939,0.3941,
1.48,0.2338,0.05608,0.01052,0.007937,0.04544,0.02305,0.01278,0.007752,0.02478,0.02268,0.3944,0.3946,
1.478,0.2325,0.05531,0.01058,0.007943,0.04539,0.02306,0.0128,0.007701,0.02499,0.02239,0.3944,0.3954,
1.48,0.2315,0.05601,0.01059,0.007942,0.04528,0.0231,0.0129,0.00776,0.02486,0.02253,0.3943,0.3948,
1.479,0.2294,0.05558,0.01065,0.007939,0.04525,0.02313,0.01285,0.00776,0.02486,0.02253,0.3944,0.395,
1.482,0.2298,0.05644,0.01064,0.007943,0.04524,0.02298,0.0128,0.007855,0.02544,0.02227,0.3943,0.3941,
1.479,0.2284,0.05456,0.01059,0.007915,0.04522,0.02298,0.01274,0.007892,0.02552,0.02258,0.3942,0.3958,
1.477,0.2335,0.05385,0.01061,0.007923,0.04522,0.0229,0.01259,0.007954,0.02595,0.02208,0.3942,0.3967,
1.474,0.234,0.05266,0.01056,0.007924,0.0452,0.02298,0.01254,0.00788,0.02602,0.02193,0.3943,0.398,
1.472,0.2333,0.05193,0.01057,0.007929,0.04521,0.02301,0.01272,0.007719,0.02602,0.02184,0.3944,0.3987,
1.469,0.2354,0.05085,0.01058,0.007932,0.04531,0.02283,0.01273,0.00762,0.02636,0.02146,0.3944,0.3999,
1.465,0.2352,0.04971,0.01051,0.007933,0.04526,0.02292,0.01254,0.00758,0.0265,0.02125,0.3945,0.4013,
1.462,0.2455,0.04832,0.01038,0.007953,0.04523,0.02297,0.01254,0.007581,0.02674,0.02097,0.3946,0.4028,
1.48,0.235,0.05663,0.01045,0.007952,0.04522,0.02305,0.01244,0.007615,0.02666,0.02125,0.3943,0.3944,
1.476,0.2395,0.05574,0.01046,0.007962,0.04509,0.02315,0.01264,0.007304,0.02709,0.02039,0.3949,0.3952,
1.479,0.233,0.05622,0.01048,0.007956,0.04507,0.02343,0.01222,0.00729,0.0276,0.02086,0.3944,0.3945,
1.481,0.2351,0.05665,0.01048,0.007955,0.04502,0.02333,0.01221,0.007325,0.0277,0.02128,0.3942,0.3939,
1.478,0.238,0.05484,0.01051,0.007963,0.04568,0.02343,0.01205,0.007353,0.02785,0.02095,0.3943,0.3951,
