FeEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
2.45958E-7,5.87677,2.17791E-6,0.0707764,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5869200000000004E-24,5.56535E-7,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.77533,0.0,0.0,5.11713,0.0,201.0,364650.0,
2.43517E-7,5.87677,1.64624E-6,0.0707769,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55861E-24,1.07496E-6,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.88058,0.0,0.0,3.73855,0.0,301.0,359937.0,
2.41648E-7,5.87677,1.24427E-6,0.0707774,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53821E-24,1.45969E-6,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.89183,0.0,0.0,3.58971,0.0,401.0,357783.0,
2.41715E-7,5.87677,9.40458E-7,0.0707777,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53821E-24,1.75695E-6,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.89286,0.0,0.0,3.57891,0.0,501.0,357783.0,
2.4178E-7,5.87677,7.10843E-7,0.0707779,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53821E-24,1.98164E-6,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.89295,0.0,0.0,3.57794,0.0,601.0,357783.0,
2.41846E-7,5.87677,5.37301E-7,0.0707782,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53821E-24,2.15147E-6,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.89296,0.0,0.0,3.57783,0.0,701.0,357783.0,
2.41912E-7,5.87677,4.06142E-7,0.0707782,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53821E-24,2.27983E-6,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.89296,0.0,0.0,3.57783,0.0,801.0,357783.0,
2.41977E-7,5.87677,3.07014E-7,0.0707784,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53821E-24,2.37687E-6,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.89296,0.0,0.0,3.57783,0.0,901.0,357783.0,
2.42044E-7,5.87677,2.32096E-7,0.0707784,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53821E-24,2.45098E-6,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.89296,0.0,0.0,3.57783,0.0,1001.0,357783.0,
2.4211E-7,5.87677,1.75473E-7,0.0707784,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53821E-24,2.50767E-6,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.89296,0.0,0.0,3.57783,0.0,1101.0,357783.0,
2.42178E-7,5.87677,1.32678E-7,0.0707787,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53821E-24,2.55053E-6,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.89296,0.0,0.0,3.57783,0.0,1201.0,357783.0,
2.42245E-7,5.87677,1.00335E-7,0.0707787,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53821E-24,2.58294E-6,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.89296,0.0,0.0,3.57783,0.0,1301.0,357783.0,
2.42312E-7,5.87677,7.58903E-8,0.0707787,25170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53821E-24,2.60746E-6,25170.2,0.0,0.0,0.0,1.0,1.63334E-21,0.0,0.0,7.89296,0.0,0.0,3.57783,0.0,1401.0,357783.0,
2.38288E-7,5.68267,9.6137E-6,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,1.93069E-6,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.73606,0.0,0.0,6.82557,0.0,1501.0,426158.0,
2.3878E-7,5.68267,7.26633E-6,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,4.27855E-6,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.88967,0.0,0.0,4.49418,0.0,1601.0,426158.0,
2.38856E-7,5.68267,5.49183E-6,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,6.05311E-6,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90672,0.0,0.0,4.28268,0.0,1701.0,426158.0,
2.38922E-7,5.68267,4.15072E-6,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,7.39432E-6,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.9083,0.0,0.0,4.2635,0.0,1801.0,426158.0,
2.38987E-7,5.68267,3.1371E-6,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,8.40798E-6,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90844,0.0,0.0,4.26175,0.0,1901.0,426158.0,
2.39052E-7,5.68267,2.37103E-6,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,9.17413E-6,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90845,0.0,0.0,4.26158,0.0,2001.0,426158.0,
2.39117E-7,5.68267,1.79204E-6,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,9.75319E-6,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90845,0.0,0.0,4.26158,0.0,2101.0,426158.0,
2.39182E-7,5.68267,1.35445E-6,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,1.01908E-5,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90845,0.0,0.0,4.26158,0.0,2201.0,426158.0,
2.39247E-7,5.68267,1.02373E-6,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,1.05216E-5,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90845,0.0,0.0,4.26158,0.0,2301.0,426158.0,
2.39312E-7,5.68267,7.73778E-7,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,1.07716E-5,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90845,0.0,0.0,4.26158,0.0,2401.0,426158.0,
2.39377E-7,5.68267,5.84865E-7,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,1.09606E-5,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90845,0.0,0.0,4.26158,0.0,2501.0,426158.0,
2.39442E-7,5.68267,4.42089E-7,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,1.11034E-5,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90845,0.0,0.0,4.26158,0.0,2601.0,426158.0,
2.39507E-7,5.68267,3.34181E-7,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,1.12114E-5,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90845,0.0,0.0,4.26158,0.0,2701.0,426158.0,
2.39571E-7,5.68267,2.52626E-7,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,1.1293E-5,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90845,0.0,0.0,4.26158,0.0,2801.0,426158.0,
2.39636E-7,5.68267,1.90987E-7,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,1.13547E-5,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90845,0.0,0.0,4.26158,0.0,2901.0,426158.0,
2.39701E-7,5.68267,1.44402E-7,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,1.14014E-5,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90845,0.0,0.0,4.26158,0.0,3001.0,426158.0,
2.39766E-7,5.68267,1.09193E-7,2.47297,31429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45696E-23,1.14366E-5,31429.8,0.0,0.0,0.0,1.0,1.90384E-21,0.0,0.0,7.90845,0.0,0.0,4.26158,0.0,3101.0,426158.0,
